PUID_SIX,ACADEMIC_PERIOD,ACADEMIC_PERIOD_DESC,COURSE_IDENTIFICATION,COURSE_REFERENCE_NUMBER,Prior_Overall_GPA_Term,Prior_Overall_Term_Desc,Prior_Overall_GPA_Term_Level,Prior_Term_Overall_GPA
257805,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.2
257830,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.86428571
257834,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.23076923
257849,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.89230769
257894,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.46666667
257929,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,2.85384615
257942,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.39285714
257944,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.35714286
257987,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.1125
257993,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.77333333
258002,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.45
258005,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.99285714
258061,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.95454546
258085,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,2.59310345
258096,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.25333333
258100,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.65882353
258120,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.58333333
258158,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,2.28461539
258164,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.56875
258184,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,2.94285714
258189,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.20434783
258196,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.93571429
258231,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3
258244,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,0.42857143
258256,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
258273,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.94
258297,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.30357143
258308,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
258309,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.53529412
258446,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.53571429
258499,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,2.075
258509,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,3.81219512
258522,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,4
258530,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
258548,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,2.23333333
258558,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.75862069
258585,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,4
258623,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,3.71463415
258634,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.06
258646,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.36428571
258654,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.49375
258679,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,3
258685,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.22857143
258697,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
258741,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.48823529
258763,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.35
258780,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,3.19
258812,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,2.409375
258815,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,2.89090909
258944,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.92941177
258957,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.6
258988,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.63076923
259007,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.19285714
259010,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.76666667
259041,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.44375
259048,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
259138,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.91212121
259189,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,2.87142857
259190,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.67142857
259230,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.60666667
259230,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,3.08928571
259237,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.41
259302,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.13333333
259312,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.88181818
259338,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,4
259365,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,2.81333333
259415,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.46
259416,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
259423,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.40714286
259492,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.64666667
259504,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.30714286
259541,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,2.72307692
259547,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.8125
259595,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.21212121
259652,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.36428571
259655,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,4
259674,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.70833333
259701,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.79411765
259727,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.71428571
259740,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.57142857
259786,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.83846154
259801,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.25
259807,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.53846154
259818,202120,Spring 2021,PHYS22000,32657,202110,Fall 2020,Undergraduate,3.58333333
259852,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,4
259867,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.37692308
259885,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.33333333
259898,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.88
259961,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.07142857
259971,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.56428571
259980,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,2.58666667
259980,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,1.57142857
260002,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.4
260035,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.85
260040,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.92857143
260066,202210,Fall 2021,PHYS17200,26931,202120,Spring 2021,Undergraduate,3.54333333
260067,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.73076923
260074,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.66190476
260085,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.55714286
260091,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.45714286
260106,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.8125
260120,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,1.83666667
260156,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.49
260219,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.95714286
260242,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.46333333
260276,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.85517241
260283,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.03
260291,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,4
260419,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.76666667
260495,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.72941177
260541,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,4
260553,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,2.7
260665,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.92
260772,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
260786,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.78571429
260792,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.9
260810,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.71875
260859,202120,Spring 2021,PHYS17200,26669,,,Undergraduate,3.18571429
260901,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.75
260917,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.95714286
260927,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,2.50588235
260928,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,1.95
260968,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.77
260981,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.89230769
260987,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.83571429
260991,202210,Fall 2021,PHYS17200,26931,202120,Spring 2021,Undergraduate,2.92333333
261015,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.32
261071,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,2.38571429
261110,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.30625
261125,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,2.85333333
261141,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.07857143
261183,202210,Fall 2021,PHYS17200,26931,202120,Spring 2021,Undergraduate,3.1525
261207,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.32666667
261259,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.71428571
261298,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.03076923
261326,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.2
261338,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,4
261342,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.78571429
261384,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.19285714
261386,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.86153846
261390,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.45
261403,202210,Fall 2021,PHYS17200,37254,,,,
261487,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.57142857
261508,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.26666667
261510,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.528
261570,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.94
261598,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.61904762
261622,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,2.59285714
261700,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.91428571
261711,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,1.7
261723,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.952
261743,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,4
261745,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.3631579
261785,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.06875
261827,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,2.99
261829,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,2.74285714
261833,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.52
261870,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,2.52142857
261925,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.5
261933,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,0.85833333
261978,202210,Fall 2021,PHYS17200,21307,202120,Spring 2021,Undergraduate,3.26129032
262017,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,2.875
262080,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.5
262088,202210,Fall 2021,PHYS17200,21307,202120,Spring 2021,Undergraduate,2.79677419
262126,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,1.30714286
262179,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,2.62142857
262240,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.94375
262246,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,4
262272,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.07692308
262284,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.65882353
262293,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.15384615
262345,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.58636364
262353,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.68636364
262356,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,4
262397,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,1.71333333
262418,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.50666667
262461,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.24375
262554,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,4
262608,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,2.964
262623,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.684
262626,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.26923077
262626,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,1.57407407
262630,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.66
262647,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,2.93888889
262656,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.38823529
262659,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.10666667
262684,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.90666667
262698,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,1.62666667
262698,202210,Fall 2021,PHYS17200,21307,202120,Spring 2021,Undergraduate,1.62666667
262747,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.74
262753,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.72307692
262797,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,3.07
262801,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.46875
262816,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.19333333
262828,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,0.03888889
262856,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.60666667
262869,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.44285714
262895,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,2.66470588
262928,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.43333333
262986,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.45333333
263010,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.42
263027,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,4
263075,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,1.755
263075,202210,Fall 2021,PHYS17200,26931,202120,Spring 2021,Undergraduate,2.34347826
263096,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,3.88709677
263100,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.69333333
263140,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.32142857
263153,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.75
263155,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,2.99375
263204,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.20344828
263205,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,2.62
263265,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.64285714
263301,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.42631579
263373,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.92
263377,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
263408,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.76428571
263408,202210,Fall 2021,PHYS17200,21307,202120,Spring 2021,Undergraduate,3.17407407
263432,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.57857143
263435,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,1.91538462
263443,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.44666667
263478,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,4
263501,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.288
263524,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.97857143
263534,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.74
263541,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,1.95
263572,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.44117647
263611,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.135
263627,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.45
263630,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.85
263662,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,2.97333333
263723,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,2.34375
263728,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.71176471
263749,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,4
263752,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,1.85
263793,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,3.09615385
263854,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,2.93846154
263872,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.29642857
263927,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,4
263990,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.89285714
