PUID_SIX,ACADEMIC_PERIOD,ACADEMIC_PERIOD_DESC,COURSE_IDENTIFICATION,COURSE_REFERENCE_NUMBER,Prior_Overall_GPA_Term,Prior_Overall_Term_Desc,Prior_Overall_GPA_Term_Level,Prior_Term_Overall_GPA
228176,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,4
228185,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.79655172
228199,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.91176471
228231,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.33571429
228237,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.3625
228254,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,2.84666667
228287,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.9
228291,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,4
228298,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.45
228332,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,3.5
228336,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,2.70714286
228342,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,2.66875
228344,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.02
228347,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.71333333
228359,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.5
228379,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.92222222
228382,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,2.87142857
228411,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,4
228421,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
228531,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.675
228547,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.41428571
228592,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.43333333
228635,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.38571429
228638,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.4875
228687,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,2.60714286
228830,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.64615385
228959,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.89285714
229030,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.11538462
229043,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.41538462
229052,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.06111111
229086,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.43214286
229096,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,0.6
229100,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.36153846
229126,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.6
229130,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.85
229137,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.76896552
229160,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.42
229200,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,4
229220,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.27333333
229379,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.75
229390,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.56666667
229410,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,2.6
229417,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.79230769
229425,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.39333333
229439,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,2.92142857
229464,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.92
229470,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.925
229475,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.30769231
229486,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.44285714
229617,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.12692308
229626,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.42857143
229630,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.26153846
229645,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.49285714
229651,202210,Fall 2021,PHYS17200,26979,202120,Spring 2021,Undergraduate,3.596875
229670,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.92941177
229701,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.4875
229770,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.43333333
229791,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.5
229848,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
229879,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.775
230032,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.43333333
230038,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.87419355
230042,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.30666667
230044,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.76428571
230045,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.86
230046,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.04166667
230048,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,4
230065,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.38125
230091,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.61333333
230104,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,4
230131,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.53076923
230148,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.51818182
230160,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,4
230163,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.6875
230179,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.81538462
230181,202210,Fall 2021,PHYS17200,26931,202120,Spring 2021,Undergraduate,4
230182,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.33333333
230193,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,3.65625
230198,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.85
230216,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.265
230216,202210,Fall 2021,PHYS17200,26931,202120,Spring 2021,Undergraduate,2.54705882
230244,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,2.38
230245,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,2.956
230253,202210,Fall 2021,PHYS17200,26931,202120,Spring 2021,Undergraduate,3.35714286
230261,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.29333333
230268,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,2
230272,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,4
230276,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.88
230282,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.53076923
230318,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.91290323
230350,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,2.75714286
230514,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,2.99285714
230516,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
230519,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.39285714
230542,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,2.49166667
230543,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.46296296
230561,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.69230769
230570,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.61
230577,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.9625
230586,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,3.68965517
230591,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,2.36666667
230598,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.75
230608,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.10666667
230622,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
230646,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,4
230672,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.26363636
230683,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.78571429
230690,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,4
230692,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.73076923
230702,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.95384615
230717,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.89285714
230737,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
230752,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.925
230762,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.06666667
230771,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.76923077
230782,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
230785,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.89090909
230789,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,2.89642857
230792,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.35714286
230799,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.06
230814,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,3.00434783
230815,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,4
230818,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.62857143
230819,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.27857143
230829,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,2.5
230830,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.52222222
230834,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.44666667
230943,202210,Fall 2021,PHYS17200,26931,202120,Spring 2021,Undergraduate,3.06428571
231015,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.6
231065,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.01923077
231078,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.2
231081,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.90625
231084,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.66666667
231090,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.9
231103,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.06428571
231106,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.0375
231133,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,2.48571429
231134,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.66666667
231143,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.89285714
231183,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.06086957
231191,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.55384615
231199,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.42857143
231232,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.53571429
231251,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.9
231285,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.48
231367,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
231381,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.8
231392,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,4
231409,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.7
231412,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,2.8125
231435,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.94375
231436,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
231436,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,4
231461,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.93571429
231465,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.31052632
231481,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.86875
231511,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,1.95555556
231516,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.71538462
231599,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,0.54545455
231662,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.4
231663,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.18666667
231677,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.04117647
231690,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.17105263
231691,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,4
231698,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.52857143
231710,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.50454546
231733,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.80714286
231756,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.10769231
231760,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.45833333
231769,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,4
231770,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.6625
231871,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.9
231873,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.9
231934,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.45333333
231935,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.78571429
231940,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.075
231942,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.53636364
231972,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.35
231996,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,2.71333333
232010,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.37333333
232018,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3
232024,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.92
232031,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,2.90714286
232032,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.925
232046,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.5952381
232051,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,2.27692308
232059,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
232062,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.64285714
232065,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.02666667
232065,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.62580645
232075,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3
232121,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.76666667
232387,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.16923077
232421,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,4
232500,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.94375
232623,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.75
232627,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.5
232629,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,4
232632,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.11538462
232647,202210,Fall 2021,PHYS17200,26931,202120,Spring 2021,Undergraduate,2.8
232685,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.93076923
232688,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,4
232705,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.10666667
232713,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.00714286
232718,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.44545455
232719,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,2.58275862
232722,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,4
232751,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.59285714
232787,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,4
232791,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.53333333
232793,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,4
232928,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.18571429
232956,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,4
233007,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.56923077
233009,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.50625
233040,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.45294118
233044,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.75
233075,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.72777778
233081,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.78125
233112,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.71428571
233122,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.78461539
233169,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.74444444
233174,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,2.8
233181,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.9030303
233195,202210,Fall 2021,PHYS17200,26931,202120,Spring 2021,Undergraduate,3
233253,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.46666667
233274,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
233307,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.91428571
233312,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.56875
233322,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,4
233325,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.90625
233327,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,3.51785714
233337,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.78
233350,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
233359,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,4
233372,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.01333333
233393,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.33333333
233396,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
233398,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.54516129
233425,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.67857143
233431,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.825
233535,202120,Spring 2021,PHYS22000,32657,202110,Fall 2020,Undergraduate,2.86
233545,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.90769231
233550,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,2.98666667
233557,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
233569,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.10625
233599,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.8
233613,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,4
233620,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.46875
233630,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.37692308
233698,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,3.75714286
233710,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.78125
233721,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.67692308
233725,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,1.94285714
233742,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,2.8
233819,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.73333333
233827,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.46470588
233838,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.51428571
233850,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,4
233853,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.73225807
233868,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.87647059
233897,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,4
233908,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.9375
233910,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.55714286
233933,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,2.34444444
233944,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.14705882
233955,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,4
233956,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.49375
233961,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,4
233978,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.85625
233987,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,2.89230769
234006,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,2.68125
234013,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.42142857
234123,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.9
234129,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.2516129
234184,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.82307692
234195,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,0
234199,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,2.95625
234206,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.30714286
234255,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,2.94285714
234267,202210,Fall 2021,PHYS17200,26979,,,,
234349,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.91428571
234390,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.17857143
234392,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.50909091
234393,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.78125
234395,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.275
234409,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.54705882
234410,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,4
234482,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,4
234515,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
234531,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.92
234541,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,3.20625
234612,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.07333333
234635,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.75757576
234689,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,2.70869565
234693,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.58666667
234699,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.89285714
234701,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.75853659
234716,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.56
234729,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,2.23636364
234729,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,1.06296296
234740,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.96774194
234749,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,4
234814,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.87333333
234822,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.94545455
234826,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,2.63636364
234858,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,0.6
234861,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.93076923
234873,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.50666667
